After After IN O O O
society society NN O O I-NP
feel feel VBP O I-V B-VP
insecure insecure JJ O O I-VP
about about IN O O I-VP
their their PRP$ O O B-NP
status status NN O O I-NP
. . . O O O

In In IN O O O
the the DT O O B-NP
last last JJ O O I-NP
election election NN O O I-NP
for for IN O O O
the the DT O O B-NP
mayor mayor NN O O I-NP
of of IN O O O
Taipei Taipei NNP B-GPE O B-NP
, , , O O O
it it PRP O O B-NP
was was VBD O I-V B-VP
obvious obvious JJ O O I-VP
that that IN O O I-VP
virtually virtually RB O O I-VP
all all DT O O I-VP
mainlanders mainlanders NNS O O I-VP
voted voted VBD O I-V B-VP
for for IN O O I-VP
Ma Ma NNP B-PERSON O B-NP
Ying Ying NNP I-PERSON O I-NP
- - HYPH I-PERSON O I-NP
jeou jeou NNP I-PERSON O I-NP
. . . O O O

Because Because IN O O O
the the DT O O O
majority majority NN O O O
Taiwanese Taiwanese NNPS B-NORP O O
do do VBP O I-V B-VP
not not RB O O I-VP
feel feel VB O I-V B-VP
threatened threatened JJ O O I-VP
, , , O O O
they they PRP O O O
were were VBD O I-V B-VP
less less RBR O O I-VP
likely likely JJ O O I-VP
to to TO O O B-VP
vote vote VB O I-V B-VP
based based VBN O O I-VP
on on IN O O I-VP
provincial provincial JJ O O B-NP
origin origin NN O O I-NP
, , , O O O
giving giving VBG O I-V B-VP
Ma Ma NNP B-PERSON O I-VP
enough enough JJ O O B-NP
cross-over cross-over JJ O O I-NP
votes votes NNS O I-V I-NP
to to TO O O B-VP
beat beat VB O I-V B-VP
out out RP O O I-VP
Chen Chen NNP B-PERSON O B-NP
Shui Shui NNP I-PERSON O I-NP
- - HYPH I-PERSON O I-NP
bian bian NNP I-PERSON O I-NP
. . . O O O

In In IN O O O
this this DT O O B-NP
upcoming upcoming JJ O O I-NP
election election NN O O I-NP
, , , O O O
James James NNP B-PERSON O B-NP
Soong Soong NNP I-PERSON O I-NP
[ [ -LRB- O O B-SBAR
who who WP O O I-SPAR
is is VBZ O I-V B-VP
a a DT O O I-VP
mainlander mainlander NN O O I-VP
] ] -RRB- O O O
is is VBZ O I-V B-VP
also also RB O O I-VP
getting getting VBG O I-V B-VP
a a DT O O B-NP
lot lot NN O O I-NP
of of IN O O O
support support NN O I-V B-NP
from from IN O O O
Hakka Hakka NNP B-NORP O B-NP
people people NNS O O I-NP
, , , O O O
who who WP O O B-SBAR
sympathize sympathize VBP O I-V B-VP
with with IN O O I-VP
his his PRP$ O O B-NP
outsider outsider NN O O I-NP
status status NN O O I-NP
and and CC O O O
remember remember VBP O I-V B-VP
his his PRP$ O O B-NP
support support NN O I-V I-NP
for for IN O O O
Hakka Hakka NNP B-NORP O B-NP
identity identity NN O O I-NP
. . . O O O
" " '' O O O

Unfortunately Unfortunately RB O O O
, , , O O O
however however RB O O O
" " `` O O O
natural natural JJ O O O
" " '' O O O
it it PRP O O B-NP
is is VBZ O I-V B-VP
that that IN O O I-VP
minority minority NN O O I-VP
groups groups NNS O O I-VP
feel feel VBP O I-V B-VP
insecure insecure JJ O O I-VP
, , , O O O
exploitation exploitation NN O O B-NP
of of IN O O O
these these DT O O B-NP
cleavages cleavages NNS O O I-NP
for for IN O O O
electoral electoral JJ O O B-NP
gain gain NN O O I-NP
can can MD O O B-VP
only only RB O O I-VP
have have VB O O B-VP
a a DT O O B-NP
negative negative JJ O O I-NP
long long JJ O O I-NP
- - HYPH O O I-NP
term term NN O O I-NP
impact impact NN O I-V I-NP
on on IN O O O
society society NN O O B-NP
as as IN O O O
a a DT O O B-NP
whole whole NN O O I-NP
. . . O O O

In In IN O O O
the the DT O O B-NP
2000 2000 CD B-DATE O I-NP
election election NN O O I-NP
, , , O O O
Taiwan Taiwan NNP B-GPE O O
will will MD O O B-VP
not not RB O O I-VP
only only RB O O I-VP
be be VB O I-V B-VP
choosing choosing VBG O I-V B-VP
a a DT O O B-NP
new new JJ O O I-NP
leader leader NN O O I-NP
. . . O O O

It It PRP O O O
will will MD O O B-VP
also also RB O O I-VP
be be VB O I-V B-VP
choosing choosing VBG O I-V B-VP
a a DT O O B-NP
new new JJ O O I-NP
direction direction NN O O I-NP
for for IN O O O
party party NN O O B-NP
politics politics NNS O O I-NP
, , , O O O
and and CC O O O
will will MD O O B-VP
help help VB O I-V B-VP
decide decide VB O I-V B-VP
future future NN O O B-NP
relations relations NNS O I-V I-NP
between between IN O O O
the the DT O O B-NP
two two CD O O I-NP
sides sides NNS O O I-NP
of of IN O O O
the the DT B-LOC O B-NP
Taiwan Taiwan NNP I-LOC O I-NP
Strait Strait NNP I-LOC O I-NP
and and CC O O O
between between IN O O O
ethnic ethnic JJ O O B-NP
groups groups NNS O O I-NP
in in IN O O O
Taiwan Taiwan NNP B-GPE O B-NP
. . . O O O

How How WRB O None O
can can MD O None O
people people NNS O None O
make make VB O None B-VP
a a DT O None B-NP
wise wise JJ O None I-NP
choice choice NN O None I-NP
among among IN O None O
the the DT O None B-NP
many many JJ O None I-NP
value value NN O None I-NP
systems systems NNS O None I-NP
on on IN O None O
offer offer NN O None B-NP
? ? . O None O

How How WRB O O O
can can MD O O O
they they PRP O O O
monitor monitor VB O I-V B-VP
their their PRP$ O O B-NP
new new JJ O O I-NP
leader leader NN O O I-NP
to to TO O O B-VP
ensure ensure VB O I-V B-VP
that that IN O O B-SBAR
Taiwan Taiwan NNP B-GPE O I-SPAR
has has VBZ O I-V B-VP
a a DT O O B-NP
peaceful peaceful JJ O O I-NP
future future NN O O I-NP
free free JJ O O B-ADJP
of of IN O O I-ADJP
the the DT O O B-NP
influence influence NN O I-V I-NP
of of IN O O O
" " `` O O B-NP
black black JJ O O I-NP
gold gold NN O O I-NP
politics politics NNS O O I-NP
" " '' O O I-NP
? ? , O O O

These These DT O O O
are are VBP O I-V B-VP
not not RB O O I-VP
only only RB O O I-VP
questions questions NNS O O B-NP
for for IN O O O
this this DT O O B-NP
election election NN O O I-NP
, , , O O O
but but CC O O O
eternal eternal JJ O O B-NP
challenges challenges NNS O I-V I-NP
for for IN O O O
the the DT O O B-NP
whole whole JJ O O I-NP
people people NNS O O I-NP
in in IN O O O
any any DT O O B-NP
democratic democratic JJ O O I-NP
society society NN O O I-NP
. . . O O O

Full Full JJ O O B-NP
Press Press NN O O I-NP
Court Court NN O O I-NP
: : : O O O
Media Media NN O O O
Exchanges Exchanges NNS O I-V O
Boost Boost VBP O I-V B-VP
Foreign Foreign JJ O O B-NP
Ties Ties NNS O O I-NP

-LRB- -LRB- -LRB- O O O
/ / : O O O
tr. tr. VBN O I-V B-VP
by by IN O O O
Phil Phil NNP B-PERSON O O
Newell Newell NNP I-PERSON O O
-RRB- -RRB- -RRB- O O O

The The DT O O B-NP
fourth fourth JJ B-ORDINAL O I-NP
Television Television NNP B-EVENT O I-NP
News News NNP I-EVENT O I-NP
Seminar Seminar NNP I-EVENT O I-NP
for for IN I-EVENT O O
Friendly Friendly NNP I-EVENT O B-NP
Nations Nations NNPS I-EVENT O I-NP
, , , O O O
sponsored sponsored VBN O I-V B-VP
by by IN O O O
the the DT B-ORG O O
Government Government NNP I-ORG O O
Information Information NNP I-ORG O O
Office Office NNP I-ORG O O
, , , O O O
began began VBD O I-V B-VP
just just RB O O I-VP
after after IN O O I-VP
the the DT B-DATE O B-NP
lunar lunar JJ I-DATE O I-NP
new new JJ I-DATE O I-NP
year year NN I-DATE O I-NP
. . . O O O

This This DT O O O
event event NN O O O
, , , O O O
like like IN O O O
the the DT O O B-NP
three three CD B-CARDINAL O I-NP
preceding preceding VBG O I-V B-VP
it it PRP O O B-NP
, , , O O O
brings brings VBZ O I-V B-VP
media media NN O O B-NP
professionals professionals NNS O O I-NP
from from IN O O O
countries countries NNS O O B-NP
with with IN O O O
formal formal JJ O O B-NP
diplomatic diplomatic JJ O O I-NP
ties ties NNS O O I-NP
with with IN O O O
the the DT O O B-NP
ROC ROC NNP B-GPE O I-NP
to to IN O O O
Taiwan Taiwan NNP B-GPE O B-NP
to to TO O O B-VP
receive receive VB O I-V B-VP
training training NN O I-V B-NP
. . . O O O

Each Each DT O O O
year year NN O O O
the the DT O O O
course course NN O O O
is is VBZ O I-V B-VP
offered offered VBN O I-V B-VP
in in IN O O O
a a DT O O B-NP
different different JJ O O I-NP
language language NN O O I-NP
to to TO O O B-VP
accomodate accomodate VB O I-V B-VP
different different JJ O O B-NP
participating participating VBG O I-V I-NP
countries countries NNS O O I-NP
: : : O O O
In In IN O O O
1987 1987 CD B-DATE O B-NP
it it PRP O O O
was was VBD O I-V B-VP
in in IN O O I-VP
Spanish Spanish NNP B-LANGUAGE O I-VP
, , , O O O
in in IN O O O
1998 1998 CD B-DATE O B-NP
English English NNP B-LANGUAGE O O
, , , O O O
and and CC O O O
in in IN O O O
1999 1999 CD B-DATE O B-NP
French French NNP B-LANGUAGE O O
. . . O O O

The The DT O O O
results results NNS O O O
so so RB O O O
far far RB O O O
have have VBP O I-V B-VP
been been VBN O I-V B-VP
good good JJ O O I-VP
. . . O O O

Where Where WRB O O O
do do VBP O I-V O
these these DT O O O
media media NN O O O
professionals professionals NNS O O O
come come VB O I-V B-VP
from from IN O O I-VP
? ? . O O O

What What WP O O O
do do VBP O I-V O
they they PRP O O O
take take VB O I-V B-VP
home home RB O O O
with with IN O O O
them them PRP O O B-NP
? ? . O O O

Is Is VBZ O I-V O
this this DT O O O
helpful helpful JJ O O O
in in IN O O O
consolidating consolidating VBG O I-V B-VP
ROC ROC NNP B-GPE O B-NP
diplomatic diplomatic JJ O O I-NP
relations relations NNS O I-V I-NP
? ? . O O O

The The DT O O B-NP
fourth fourth JJ B-ORDINAL O I-NP
Television Television NN B-EVENT O I-NP
News News NNP I-EVENT O I-NP
Seminar Seminar NNP I-EVENT O I-NP
for for IN I-EVENT O O
Friendly Friendly NNP I-EVENT O B-NP
Nations Nations NNPS I-EVENT O I-NP
began began VBD O I-V B-VP
on on IN O O I-VP
February February NNP B-DATE O B-NP
21 21 CD I-DATE O I-NP
, , , O O O
and and CC O O O
will will MD O O B-VP
last last VB O I-V B-VP
for for IN O O I-VP
19 19 CD B-DATE O B-NP
days days NNS I-DATE O I-NP
. . . O O O

Activities Activities NNS O O O
include include VBP O I-V B-VP
lectures lectures NNS O O B-NP
on on IN O O O
communications communications NNS O O B-NP
and and CC O O I-NP
broadcast broadcast NN O O I-NP
theory theory NN O O I-NP
, , , O O O
visits visits NNS O O B-NP
to to IN O O O
domestic domestic JJ O O B-NP
media media NN O O I-NP
, , , O O O
and and CC O O O
activities activities NNS O O B-NP
to to TO O O B-VP
help help VB O I-V B-VP
the the DT O O I-VP
visitors visitors NNS O O I-VP
understand understand VB O I-V B-VP
the the DT O O B-NP
people people NNS O O I-NP
and and CC O O I-NP
culture culture NN O O I-NP
of of IN O O O
Taiwan Taiwan NNP B-GPE O B-NP
. . . O O O

Through Through IN O O O
these these DT O O B-NP
activities activities NNS O O I-NP
, , , O O O
the the DT O O O
GIO GIO NNP B-ORG O O
hopes hopes VBZ O I-V B-VP
to to TO O O B-VP
give give VB O I-V B-VP
these these DT O O B-NP
citizens citizens NNS O O I-NP
from from IN O O O
the the DT O O B-NP
ROC ROC NNP B-GPE O I-NP
's 's POS O O I-NP
diplomatic diplomatic JJ O O O
- - HYPH O O O
partner partner NN O O O
states states NNS O O O
both both CC O O B-NP
knowledge knowledge NN O O B-NP
and and CC O O O
warm warm JJ O O B-NP
hospitality hospitality NN O O I-NP
. . . O O O

Most Most JJS O O B-NP
of of IN O O O
those those DT O O B-NP
attending attending VBG O I-V B-VP
this this DT O O B-NP
year year NN B-DATE O I-NP
's 's POS O O I-NP
course course NN O O O
come come VBP O I-V B-VP
from from IN O O I-VP
anglophone anglophone JJ O O B-NP
countries countries NNS O O I-NP
in in IN O O O
the the DT B-LOC O B-NP
Caribbean Caribbean NNP I-LOC O I-NP
Basin Basin NNP I-LOC O I-NP
. . . O O O

These These DT O O O
include include VBP O I-V B-VP
Grenada Grenada NNP B-GPE O B-NP
, , , O O O
St. St. NNP B-GPE O B-NP
Vincent Vincent NNP I-GPE O I-NP
and and CC I-GPE O O
the the DT I-GPE O B-NP
Grenadines Grenadines NNPS I-GPE O I-NP
, , , O O O
Dominica Dominica NNP B-GPE O B-NP
, , , O O O
and and CC O O O
St. St. NNP B-GPE O B-NP
Kitts Kitts NNP I-GPE O I-NP
and and CC I-GPE O I-NP
Nevis Nevis NNP I-GPE O I-NP
-LRB- -LRB- -LRB- O O O
all all DT O O B-NP
eastern eastern JJ O O B-NP
Caribbean Caribbean JJ B-NORP O I-NP
islands islands NNS O O I-NP
-RRB- -RRB- -RRB- O O O
and and CC O O O
Belize Belize NNP B-GPE O B-NP
-LRB- -LRB- -LRB- O O O
on on IN O O O
the the DT O O B-NP
Central Central JJ B-NORP O B-ADJP
American American JJ I-NORP O I-ADJP
isthmus isthmus NN O O O
-RRB- -RRB- -RRB- O O O
. . . O O O

This This DT B-DATE O O
year year NN I-DATE O O
11 11 CD B-CARDINAL O O
high high JJ O O O
- - HYPH O O O
level level NN O O O
media media NN O O O
professionals professionals NNS O O O
, , , O O O
media media NN O O O
owners owners NNS O O O
, , , O O O
and and CC O O O
front front JJ O O O
- - HYPH O O O
line line NN O O O
journalists journalists NNS O O O
are are VBP O I-V B-VP
in in IN O O I-VP
attendance attendance NN O O B-NP
. . . O O O

According According VBG O O O
to to IN O O O
the the DT O O B-NP
GIO GIO NNP B-ORG O I-NP
, , , O O O
the the DT O O O
study study NN O O O
session session NN O O O
is is VBZ O I-V B-VP
the the DT O O B-NP
result result NN O O I-NP
of of IN O O O
agreements agreements NNS O O B-NP
to to TO O O B-VP
boost boost VB O I-V B-VP
journalistic journalistic JJ O O B-NP
exchange exchange NN O I-V I-NP
, , , O O O
and and CC O O O
is is VBZ O I-V B-VP
an an DT O O B-NP
innovative innovative JJ O O B-ADJP
and and CC O O I-ADJP
concrete concrete JJ O O I-ADJP
way way NN O O O
to to TO O O B-VP
implement implement VB O I-V B-VP
these these DT O O B-NP
agreements agreements NNS O O I-NP
. . . O O O

Most Most JJS O O B-NP
of of IN O O O
those those DT O O B-NP
attending attending VBG O I-V B-VP
hold hold VBP O I-V B-VP
high high JJ O O B-NP
positions positions NNS O O I-NP
in in IN O O O
their their PRP$ O O B-NP
domestic domestic JJ O O I-NP
media media NN O O I-NP
. . . O O O

During During IN O O O
their their PRP$ O O B-NP
stay stay NN O I-V I-NP
in in IN O O O
Taiwan Taiwan NNP B-GPE O B-NP
, , , O O O
they they PRP O O O
are are VBP O I-V B-VP
not not RB O O I-VP
only only RB O O I-VP
introduced introduced VBN O I-V B-VP
to to IN O O O
media media NN O O B-NP
elites elites NNS O O I-NP
in in IN O O O
Taiwan Taiwan NNP B-GPE O B-NP
and and CC O O O
to to IN O O O
the the DT O O B-NP
local local JJ O O I-NP
media media NN O O I-NP
environment environment NN O O I-NP
and and CC O O I-NP
facilities facilities NNS O O I-NP
, , , O O O
but but CC O O O
can can MD O O B-VP
also also RB O O I-VP
gain gain VB O I-V B-VP
a a DT O O B-NP
greater greater JJR O O I-NP
knowledge knowledge NN O O I-NP
of of IN O O O
the the DT O O B-NP
land land NN O O I-NP
and and CC O O I-NP
people people NNS O O I-NP
of of IN O O O
the the DT B-GPE O B-NP
Republic Republic NNP I-GPE O I-NP
of of IN I-GPE O O
China China NNP I-GPE O B-NP
. . . O O O

This This DT O O O
they they PRP O O O
can can MD O O B-VP
take take VB O I-V B-VP
home home RB O O O
to to TO O O B-VP
share share VB O I-V B-VP
with with IN O O I-VP
their their PRP$ O O B-NP
fellow fellow JJ O O I-NP
citizens citizens NNS O O I-NP
, , , O O O
thereby thereby RB O O O
helping helping VBG O I-V B-VP
the the DT O O B-NP
ROC ROC NNP B-GPE O I-NP
's 's POS O O I-NP
diplomatic diplomatic JJ O O O
partners partners NNS O O O
and and CC O O O
their their PRP$ O O B-NP
peoples peoples NNS O O I-NP
to to TO O O B-VP
understand understand VB O I-V B-VP
Taiwan Taiwan NNP B-GPE O B-NP
better better RBR O O O
. . . O O O

The The DT O O O
sessions sessions NNS O I-V O
have have VBP O I-V B-VP
been been VBN O I-V B-VP
run run VBN O I-V B-VP
by by IN O O O
the the DT B-ORG O O
Broadcasting Broadcasting NNP I-ORG O O
Development Development NNP I-ORG O O
Fund Fund NNP I-ORG O O
. . . O O O

Lecturers Lecturers NNS O O O
are are VBP O I-V B-VP
mainly mainly RB O O I-VP
broadcasting broadcasting VBG O I-V B-NP
and and CC O O I-NP
journalism journalism NN O O I-NP
experts experts NNS O O I-NP
from from IN O O O
Taiwan Taiwan NNP B-GPE O B-NP
. . . O O O

This This DT B-DATE O O
year year NN I-DATE O O
they they PRP O O O
include include VBP O I-V B-VP
Michael Michael NNP B-PERSON O B-NP
Kuan Kuan NNP I-PERSON O I-NP
, , , O O O
Andrew Andrew NNP B-PERSON O B-NP
Hsia Hsia NNP I-PERSON O I-NP
, , , O O O
and and CC O O O
Jason Jason NNP B-PERSON O B-NP
Blatt Blatt NNP I-PERSON O I-NP
. . . O O O

The The DT O O O
course course NN O O O
includes includes VBZ O I-V B-VP
classes classes NNS O O B-NP
on on IN O O O
political political JJ O O B-NP
broadcasting broadcasting NN O I-V I-NP
, , , O O O
international international JJ O O B-NP
broadcasting broadcasting NN O O I-NP
information information NN O O I-NP
/ / SYM O O I-NP
propaganda propaganda NN O O I-NP
strategies strategies NNS O O I-NP
, , , O O O
and and CC O O O
digital digital JJ O O B-NP
television television NN O O I-NP
broadcast broadcast NN O O I-NP
development development NN O O I-NP
, , , O O O
as as RB O O O
well well RB O O O
as as IN O O O
visits visits NNS O O B-NP
to to IN O O O
the the DT B-ORG O B-NP
Central Central NNP I-ORG O I-NP
Broadcasting Broadcasting NNP I-ORG O I-NP
Corporation Corporation NNP I-ORG O I-NP
, , , O O O
Taiwan Taiwan NNP B-ORG O B-NP
Television Television NNP I-ORG O I-NP
Corporation Corporation NNP I-ORG O I-NP
, , , O O O
Eastern Eastern NNP B-ORG O B-NP
TV TV NNP I-ORG O I-NP
, , , O O O
and and CC O O O
other other JJ O O B-NP
media media NN O O I-NP
outlets outlets NNS O O I-NP
. . . O O O

Generally Generally RB O O O
speaking speaking VBG O I-V B-VP
, , , O O O
the the DT O O O
participants participants NNS O O O
are are VBP O I-V B-VP
very very RB O O I-VP
interested interested JJ O O I-VP
in in IN O O I-VP
Taiwan Taiwan NNP B-GPE O B-NP
's 's POS O O I-NP
high high JJ O O B-ADJP
- - HYPH O O I-ADJP
tech tech NN O O I-ADJP
industries industries NNS O O O
and and CC O O O
products products NNS O O O
. . . O O O

Visits Visits NNS O O B-NP
to to IN O O O
the the DT O O B-NP
Kuanghua Kuanghua NNP B-LOC O I-NP
computer computer NN O O I-NP
market market NN O O I-NP
have have VBP O I-V B-VP
proven proven VBN O I-V B-VP
especially especially RB O O I-VP
popular popular JJ O O I-VP
. . . O O O

The The DT O O O
visitors visitors NNS O O O
are are VBP O I-V B-VP
generally generally RB O O I-VP
favorably favorably RB O O I-VP
impressed impressed VBN O I-V B-VP
by by IN O O O
the the DT O O B-NP
prosperity prosperity NN O O I-NP
of of IN O O O
Taipei Taipei NNP B-GPE O B-NP
City City NNP I-GPE O I-NP
and and CC O O O
by by IN O O O
the the DT O O B-NP
consumer consumer JJ O O I-NP
behavior behavior NN O O I-NP
of of IN O O O
Taiwanese Taiwanese NNP B-NORP O B-NP
. . . O O O

In In IN O O O
a a DT O O B-NP
television television NN O O I-NP
interview interview NN O O I-NP
, , , O O O
television television NN O O B-NP
news news NN O O I-NP
producer producer NN O O I-NP
Marcus Marcus NNP B-PERSON O I-NP
Bailey Bailey NNP I-PERSON O I-NP
from from IN O O O
Maitland Maitland NNP B-ORG O B-NP
TV TV NNP I-ORG O I-NP
of of IN O O O
Grenada Grenada NNP B-GPE O B-NP
said said VBD O I-V B-VP
that that IN O O B-SBAR
he he PRP O O I-SPAR
has has VBZ O I-V B-VP
learned learned VBN O I-V B-VP
a a DT O O B-NP
great great JJ O O I-NP
deal deal NN O O I-NP
about about IN O O O
the the DT O O B-NP
editing editing NN O O I-NP
facilities facilities NNS O O I-NP
and and CC O O I-NP
techniques techniques NNS O O I-NP
used used VBN O I-V B-VP
in in IN O O O
Taiwan Taiwan NNP B-GPE O B-NP
television television NN O O I-NP
, , , O O O
and and CC O O O
that that IN O O B-SBAR
he he PRP O O I-SPAR
would would MD O O B-VP
be be VB O I-V B-VP
able able JJ O O I-VP
to to TO O O B-VP
apply apply VB O I-V B-VP
this this DT O O B-NP
information information NN O O I-NP
in in IN O O O
his his PRP$ O O B-NP
own own JJ O O I-NP
television television NN O O I-NP
production production NN O I-V I-NP
work work NN O O I-NP
when when WRB O O O
he he PRP O O O
returned returned VBD O I-V B-VP
home home RB O O I-VP
. . . O O O

This This DT O O O
experience experience NN O I-V O
, , , O O O
he he PRP O O O
said said VBD O O B-VP
, , , O O O
has has VBZ O I-V B-VP
deepened deepened VBN O I-V B-VP
his his PRP$ O O B-NP
desire desire NN O O I-NP
to to TO O O B-VP
get get VB O I-V B-VP
further further RB O O I-VP
involved involved JJ O O I-VP
in in IN O O I-VP
television television NN O O B-NP
production production NN O I-V I-NP
work work NN O O I-NP
. . . O O O

He He PRP O O O
added added VBD O I-V B-VP
that that IN O O B-SBAR
he he PRP O O I-SPAR
would would MD O O B-VP
very very RB O O I-VP
much much RB O O I-VP
enjoy enjoy VB O I-V B-VP
an an DT O O B-NP
opportunity opportunity NN O O I-NP
to to TO O O B-VP
work work VB O I-V B-VP
together together RB O O I-VP
with with IN O O I-VP
colleagues colleagues NNS O O B-NP
from from IN O O O
Taiwan Taiwan NNP B-GPE O B-NP
television television NN O O I-NP
. . . O O O

Section Section NN O O B-NP
chief chief NN O O I-NP
Victor Victor NN B-PERSON O I-NP
Chu Chu NNP I-PERSON O I-NP
of of IN O O O
the the DT O O B-NP
GIO GIO NNP B-ORG O I-NP
, , , O O O
who who WP O O B-SBAR
has has VBZ O I-V B-VP
been been VBN O I-V B-VP
involved involved VBN O I-V B-VP
in in IN O O O
organizing organizing VBG O I-V B-VP
the the DT O O B-NP
camp camp NN O O I-NP
three three CD B-CARDINAL O O
times times NNS O O O
, , , O O O
says says VBZ O I-V B-VP
that that IN O O B-SBAR
all all PDT O O I-SPAR
the the DT O O I-SPAR
participants participants NNS O O I-SPAR
are are VBP O I-V B-VP
very very RB O O I-VP
satisfied satisfied JJ O O I-VP
with with IN O O I-VP
the the DT O O B-NP
course course NN O O I-NP
. . . O O O

After After IN O O O
returning returning VBG O I-V B-VP
home home RB O O I-VP
most most JJS O O B-NP
of of IN O O O
them them PRP O O B-NP
produce produce VBP O I-V B-VP
newspaper newspaper NN O O B-NP
accounts accounts NNS O I-V I-NP
of of IN O O O
their their PRP$ O O B-NP
experience experience NN O I-V I-NP
. . . O O O

Unfortunately Unfortunately RB O O O
, , , O O O
it it PRP O O B-NP
is is VBZ O I-V B-VP
very very RB O O I-VP
difficult difficult JJ O O I-VP
for for IN O O I-VP
them them PRP O O I-VP
to to TO O O B-VP
apply apply VB O I-V B-VP
the the DT O O B-NP
technical technical JJ O O I-NP
infomation infomation NN O O I-NP
they they PRP O O I-SPAR
learned learned VBD O I-V B-VP
, , , O O O
because because IN O O O
in in IN O O O
most most JJS O O B-NP
cases cases NNS O O I-NP
they they PRP O O O
lack lack VBP O I-V B-VP
the the DT O O B-NP
hardware hardware NN O O I-NP
and and CC O O I-NP
facilities facilities NNS O O I-NP
available available JJ O O B-ADJP
in in IN O O O
Taiwan Taiwan NNP B-GPE O B-NP
. . . O O O

Thus Thus RB O O O
they they PRP O O O
are are VBP O I-V B-VP
only only RB O O I-VP
able able JJ O O I-VP
to to TO O O B-VP
apply apply VB O I-V B-VP
the the DT O O B-NP
theoretical theoretical JJ O O I-NP
insights insights NNS O O I-NP
they they PRP O O I-SPAR
picked picked VBD O I-V B-VP
up up RP O O O
to to IN O O O
their their PRP$ O O B-NP
own own JJ O O I-NP
media media NN O O I-NP
work work NN O O I-NP
at at IN O O O
home home NN O O B-NP
. . . O O O

Chu Chu NNP B-PERSON O O
says says VBZ O I-V B-VP
that that IN O O B-SBAR
the the DT O O B-NP
concrete concrete JJ O O I-NP
results results NNS O O I-NP
of of IN O O O
the the DT O O B-NP
course course NN O O I-NP
will will MD O O B-VP
only only RB O O I-VP
become become VB O I-V B-VP
visible visible JJ O O I-VP
with with IN O O I-VP
a a DT O O B-NP
longer longer JJR O O I-NP
time time NN O O I-NP
frame frame NN O O I-NP
. . . O O O

This This DT O O O
is is VBZ O I-V B-VP
just just RB O O I-VP
like like IN O O I-VP
overall overall JJ O O B-NP
relations relations NNS O I-V I-NP
between between IN O O O
two two CD B-CARDINAL O B-NP
countries countries NNS O O I-NP
: : : O O O
They They PRP O O O
can can MD O O B-VP
only only RB O O I-VP
be be VB O I-V B-VP
consolidated consolidated VBN O I-V B-VP
by by IN O O O
a a DT O O B-NP
long long JJ O O I-NP
period period NN O O I-NP
of of IN O O O
continual continual JJ O O B-NP
exchange exchange NN O I-V I-NP
. . . O O O

p. p. NN O None B-NP
79 79 CD B-CARDINAL None I-NP

Most Most JJS O O B-NP
of of IN O O O
the the DT O O B-NP
participants participants NNS O O I-NP
at at IN O O O
the the DT O O B-NP
fourth fourth JJ B-ORDINAL O I-NP
Television Television NN B-EVENT O I-NP
News News NNP I-EVENT O I-NP
Seminar Seminar NNP I-EVENT O I-NP
for for IN I-EVENT O O
Friendly Friendly NNP I-EVENT O B-NP
Nations Nations NNPS I-EVENT O I-NP
came came VBD O I-V B-VP
from from IN O O I-VP
English English NNP B-LANGUAGE O B-ADJP
- - HYPH O O I-ADJP
speaking speaking VBG O I-V I-ADJP
Caribbean Caribbean JJ B-NORP O O
nations nations NNS O O O
with with IN O O B-SBAR
which which WDT O O I-SPAR
the the DT O O I-SPAR
ROC ROC NNP B-GPE O I-SPAR
enjoys enjoys VBZ O I-V B-VP
official official JJ O O B-NP
relations relations NNS O I-V I-NP
. . . O O O

p. p. NN O None B-NP
92 92 CD B-CARDINAL None I-NP

Did Did VBD O I-V O
aliens aliens NNS O O O
also also RB O O O
come come VB O I-V B-VP
to to TO O O B-VP
have have VB O O B-VP
a a DT O O B-NP
look look NN O I-V I-NP
at at IN O O O
the the DT B-EVENT O B-NP
Taipei Taipei NNP I-EVENT O I-NP
Lantern Lantern NNP I-EVENT O I-NP
Festival Festival NNP I-EVENT O I-NP
? ? . O O O

Do Do VB O I-V B-VP
n't n't RB O O I-VP
be be VB O I-V B-VP
silly silly JJ O O I-VP
, , , O O O
this this DT O O O
is is VBZ O I-V B-VP
the the DT B-EVENT O B-NP
Taipei Taipei NNP I-EVENT O I-NP
Lantern Lantern NNP I-EVENT O I-NP
Festival Festival NNP I-EVENT O I-NP
's 's POS I-EVENT O I-NP
main main JJ O O O
theme theme NN O O O
lantern lantern NN O O O
: : : O O O
" " `` O O O
The The DT B-WORK_OF_ART O B-NP
Millenium Millenium NNP I-WORK_OF_ART O I-NP
Gold Gold NNP I-WORK_OF_ART O I-NP
Dragon Dragon NNP I-WORK_OF_ART O I-NP
. . . O O O
" " '' O O O

Standing Standing VBG O I-V B-VP
17 17 CD B-QUANTITY O B-NP
meters meters NNS I-QUANTITY O I-NP
tall tall RB O O O
and and CC O O O
18 18 CD B-QUANTITY O B-NP
meters meters NNS I-QUANTITY O I-NP
wide wide RB O O O
, , , O O O
it it PRP O O O
's 's VBZ O I-V B-VP
a a DT O O B-NP
gold gold NN O O I-NP
dragon dragon NN O O I-NP
embracing embracing VBG O I-V B-VP
a a DT O O B-NP
globe globe NN O O I-NP
, , , O O O
and and CC O O O
