Joining Joining VBG O I-V O
and and CC O None O
not not RB O None O
on on IN O None O
another another DT O None B-NP
/. /. . O None O

There There EX O O O
are are VBP O I-V B-VP
going going VBG O I-V B-VP
to to TO O O B-VP
be be VB O I-V B-VP
many many JJ O O B-NP
athletes athletes NNS O O I-NP
who who WP O O B-SBAR
uh uh UH O O I-SPAR
once once IN O O I-SPAR
this this DT O O I-SPAR
drug drug NN O O I-SPAR
testing testing NN O O I-SPAR
program program NN O O I-SPAR
was was VBD O I-V B-VP
instituted instituted VBN O I-V B-VP
are are VBP O I-V B-VP
going going VBG O I-V B-VP
to to TO O O B-VP
be be VB O I-V B-VP
found found VBN O I-V B-VP
uh uh UH O O I-VP
guilty guilty JJ O O I-VP
/. /. . O O O

Uh Uh UH O O O
their their PRP$ O O O
urine urine NN O O O
sample sample NN O O O
is is VBZ O I-V B-VP
going going VBG O I-V B-VP
to to TO O O B-VP
come come VB O I-V B-VP
out out RP O O I-VP
positive positive JJ O O I-VP
because because IN O O I-VP
there there EX O O I-VP
will will MD O O B-VP
be be VB O I-V B-VP
strong strong JJ O O I-VP
metabolytes metabolytes NNS O O I-VP
/. /. . O O O

But But CC O O O
why why WRB O O O
do do VBP O I-V O
n't n't RB O O O
they they PRP O O O
just just RB O O O
say say VB O I-V B-VP
I I PRP O O I-VP
used used VBD O I-V B-VP
/- /- . O O O

But But CC O O O
that that DT O O O
does does VBZ O I-V B-VP
n't n't RB O O I-VP
mean mean VB O I-V B-VP
they they PRP O O I-SPAR
're 're VBP O I-V B-VP
not not RB O O I-VP
abiding abiding VBG O I-V B-VP
by by IN O O I-VP
the the DT O O B-NP
rules rules NNS O I-V I-NP
/. /. . O O O

Okay Okay UH O O O
I I PRP O O O
do do VBP O I-V B-VP
n't n't RB O O I-VP
want want VB O I-V B-VP
to to TO O O B-VP
interrupt interrupt VB O I-V B-VP
you you PRP O O B-NP
Dan Dan NNP B-PERSON O O
/. /. . O O O

but but CC O O O
why why WRB O O O
do do VBP O I-V O
n't n't RB O O O
they they PRP O O O
admit admit VB O I-V B-VP
they they PRP O O I-SPAR
broke broke VBD O I-V B-VP
the the DT O O B-NP
rules rules NNS O I-V I-NP
before before RB O O O
so so IN O O O
the the DT O O O
new new JJ O O O
drug drug NN O O O
test test NN O O O
will will MD O O B-VP
be be VB O I-V B-VP
found found VBN O I-V B-VP
to to TO O O B-VP
be be VB O I-V B-VP
positive positive JJ O O I-VP
because because IN O O O
of of IN O O O
previous previous JJ O O B-NP
use use NN O I-V I-NP
/. /. . O O O

then then RB O O O
they they PRP O O O
wo wo MD O O B-VP
n't n't RB O O I-VP
be be VB O I-V B-VP
nailed nailed VBN O I-V B-VP
again again RB O O O
/? /? . O O O

It It PRP O O O
's 's VBZ O I-V B-VP
very very RB O O I-VP
simple simple JJ O O I-VP
/. /. . O O O

They They PRP O O O
do do VBP O I-V B-VP
n't n't RB O O I-VP
have have VB O I-V B-VP
enough enough JJ O O B-NP
information information NN O O I-NP
enough enough JJ O O B-NP
knowledge knowledge NN O O I-NP
on on IN O O O
how how WRB O O O
long long RB O O O
a a DT O O O
metabolyte metabolyte NN O O O
lasts lasts VBZ O I-V B-VP
in in IN O O I-VP
an an DT O O B-NP
athlete athlete NN O O I-NP
's 's POS O O I-NP
system system NN O O O
/. /. . O O O

Well Well UH O O O
now now RB O O O
the the DT B-ORG O B-NP
House House NNP I-ORG O I-NP
uh uh UH I-ORG O I-NP
Government Government NNP I-ORG O I-NP
Reform Reform NNP I-ORG O I-NP
Committee Committee NNP I-ORG O I-NP
which which WDT O O B-SBAR
held held VBD O I-V B-VP
those those DT O O B-NP
hearings hearings NNS O I-V I-NP
back back RB O O O
in in IN O O O
March March NNP B-DATE O B-NP
is is VBZ O I-V B-VP
requesting requesting VBG O I-V B-VP
from from IN O O I-VP
Major Major NNP B-ORG O B-NP
League League NNP I-ORG O I-NP
Baseball Baseball NN I-ORG O I-NP
the the DT O O B-NP
documents documents NNS O O I-NP
relating relating VBG O I-V B-VP
to to IN O O I-VP
Palmeiro Palmeiro NNP B-PERSON O B-NP
's 's POS O O I-NP
drug drug NN O O O
test test NN O O O
/. /. . O O O

They They PRP O O O
want want VBP O I-V B-VP
the the DT O O B-NP
drug drug NN O O I-NP
test test NN O O I-NP
results results NNS O O I-NP
on on IN O O O
paper paper NN O O B-NP
/. /. . O O O

And And CC O O O
Palmeiro Palmeiro NNP B-PERSON O O
says says VBZ O I-V B-VP
he he PRP O O I-SPAR
will will MD O O B-VP
cooperate cooperate VB O O B-VP
with with IN O O I-VP
the the DT O O B-NP
committee committee NN O O I-NP
/. /. . O O O

Congressman Congressman NNP O O B-NP
Steven Steven NNP B-PERSON O I-NP
Lynch Lynch NNP I-PERSON O I-NP
of of IN O O O
Massachusetts Massachusetts NNP B-GPE O B-NP
is is VBZ O I-V B-VP
a a DT O O B-NP
member member NN O O I-NP
of of IN O O O
the the DT O O B-NP
committee committee NN O O I-NP
and and CC O O O
is is VBZ O I-V B-VP
now now RB O O I-VP
with with IN O O I-VP
us us PRP O O B-NP
from from IN O O O
Boston Boston NNP B-GPE O B-NP
/. /. . O O O

Congressman Congressman NNP O O O
Lynch Lynch NNP B-PERSON O O
are are VBP O I-V O
you you PRP O O O
uh uh UH O O O
uh uh UH O O O
/- /- . O O O

uh uh UH O O O
you you PRP O O O
want want VBP O I-V B-VP
to to TO O O B-VP
get get VB O I-V B-VP
a a DT O O B-NP
hold hold NN O O I-NP
of of IN O O O
those those DT O O B-NP
documents documents NNS O O I-NP
those those DT O O B-NP
drug drug NN O O I-NP
test test NN O O I-NP
results results NNS O O I-NP
right right JJ O O O
from from IN O O O
Palmeiro Palmeiro NNP B-PERSON O B-NP
/? /? . O O O

Certainly Certainly RB O O O
uh uh UH O O O
it it PRP O O O
would would MD O O B-VP
answer answer VB O I-V B-VP
the the DT O O B-NP
question question NN O I-V I-NP
that that WDT O O B-SBAR
Mr. Mr. NNP O O I-SPAR
Canseco Canseco NNP B-PERSON O I-SPAR
has has VBZ O I-V B-VP
raised raised VBN O I-V B-VP
about about IN O O O
how how WRB O O B-SBAR
long long RB O O I-SPAR
uh uh UH O O I-SPAR
it it PRP O O I-SPAR
was was VBD O I-V B-VP
in in IN O O I-VP
his his PRP$ O O B-NP
system system NN O O I-NP
and and CC O O O
whether whether IN O O B-SBAR
or or CC O O I-SPAR
not not RB O O I-SPAR
it it PRP O O I-SPAR
was was VBD O I-V B-VP
from from IN O O I-VP
a a DT O O B-NP
residual residual JJ O O I-NP
use use NN O I-V I-NP
/. /. . O O O

What What WDT O O O
difference difference NN O O O
does does VBZ O I-V O
it it PRP O O O
make make VB O I-V B-VP
whether whether IN O O O
he he PRP O O O
lied lied VBD O I-V B-VP
before before RB O O I-VP
and and CC O O O
was was VBD O I-V B-VP
using using VBG O I-V B-VP
before before RB O O I-VP
and and CC O O O
is is VBZ O I-V B-VP
found found VBN O I-V B-VP
out out RP O O O
now now RB O O O
or or CC O O O
he he PRP O O O
's 's VBZ O I-V B-VP
been been VBN O I-V B-VP
using using VBG O I-V B-VP
lately lately RB O O I-VP
/? /? . O O O

Well Well UH O O O
if if IN O O O
he he PRP O O O
was was VBD O I-V B-VP
using using VBG O I-V B-VP
steroids steroids NNS O O B-NP
during during IN O O O
his his PRP$ O O B-NP
testimony testimony NN O O I-NP
or or CC O O O
prior prior IN O O O
to to IN O O O
his his PRP$ O O B-NP
testimony testimony NN O O I-NP
obviously obviously RB O O O
he he PRP O O O
has has VBZ O I-V B-VP
committed committed VBN O I-V B-VP
perjury perjury NN O O B-NP
and and CC O O O
has has VBZ O I-V B-VP
tried tried VBN O I-V B-VP
to to TO O O B-VP
mislead mislead VB O I-V B-VP
the the DT O O B-NP
Congress Congress NNP B-ORG O I-NP
in in IN O O O
an an DT O O B-NP
ongoing ongoing JJ O O I-NP
investigation investigation NN O O I-NP
/. /. . O O O

So So RB O O O
uh uh UH O O O
it it PRP O O O
has has VBZ O I-V B-VP
uh uh UH O O I-VP
a a DT O O B-NP
lot lot NN O O I-NP
to to TO O O B-VP
do do VB O I-V B-VP
about about IN O O O
what what WP O O O
happens happens VBZ O I-V B-VP
next next RB O O I-VP
/. /. . O O O

Would Would MD O O O
you you PRP O O O
like like VB O O B-VP
to to TO O O B-VP
see see VB O I-V B-VP
him him PRP O O I-VP
charged charged VBN O I-V B-VP
with with IN O O O
perjury perjury NN O O B-NP
uh uh UH O O O
if if IN O O O
there there EX O O O
's 's VBZ O I-V B-VP
evidence evidence NN O O B-NP
now now RB O O O
hard hard JJ O O B-NP
evidence evidence NN O O I-NP
to to IN O O O
a a DT O O B-NP
drug drug NN O O I-NP
test test NN O O I-NP
that that IN O O O
he he PRP O O O
was was VBD O I-V B-VP
in in IN O O I-VP
fact fact NN O O B-NP
using using VBG O I-V B-VP
steroids steroids NNS O O B-NP
back back RB O O O
then then RB O O O
before before IN O O O
the the DT O O B-NP
testimony testimony NN O O I-NP
/? /? . O O O

Because Because IN O O O
there there EX O O O
's 's VBZ O I-V B-VP
only only RB O O B-NP
two two CD B-CARDINAL O I-NP
options options NNS O O I-NP
here here RB O O O
as as IN O O O
you you PRP O O O
point point VBP O I-V B-VP
out out RP O O I-VP
/. /. . O O O

and and CC O O O
you you PRP O O O
elucidate elucidate VBP O I-V B-VP
this this DT O O B-NP
/. /. . O O O

If If IN O O O
he he PRP O O O
's 's VBZ O I-V B-VP
used used VBN O I-V B-VP
the the DT O O B-NP
drugs drugs NNS O O I-NP
and and CC O O O
never never RB O O O
used used VBN O I-V B-VP
them them PRP O O B-NP
before before RB O O O
since since IN O O O
the the DT O O B-NP
hearings hearings NNS O I-V I-NP
that that DT O O B-NP
's 's VBZ O O B-VP
almost almost RB O O I-VP
insane insane JJ O O I-VP
to to TO O O B-VP
think think VB O I-V B-VP
he he PRP O O I-SPAR
did did VBD O I-V B-VP
that that DT O O B-NP
/. /. . O O O

Yeah Yeah UH O None O
/. /. . O None O

So So RB O O O
uh uh UH O O O
his his PRP$ O O B-NP
defense defense NN O O I-NP
or or CC O O O
the the DT O O B-NP
defense defense NN O O I-NP
that that WDT O O B-SBAR
Canseco Canseco NNP B-PERSON O I-SPAR
offered offered VBD O I-V B-VP
on on IN O O O
this this DT O O B-NP
show show NN O I-V I-NP
last last JJ B-TIME O O
night night NN I-TIME O O
was was VBD O I-V B-VP
that that IN O O I-VP
he he PRP O O I-VP
may may MD O O B-VP
have have VB O I-V B-VP
used used VBD O I-V B-VP
them them PRP O O B-NP
a a DT O O B-NP
while while NN O O I-NP
ago ago RB O O O
in in IN O O B-SBAR
other other JJ O O B-NP
words words NNS O O I-NP
before before IN O O B-SBAR
he he PRP O O I-SPAR
testified testified VBD O I-V B-VP
that that IN O O B-SBAR
he he PRP O O I-SPAR
never never RB O O I-SPAR
had had VBD O I-V B-VP
, , , O O O
therefore therefore RB O O O
he he PRP O O O
's 's VBZ O I-V B-VP
guilty guilty JJ O O I-VP
of of IN O O I-VP
perjury perjury NN O O B-NP
/. /. . O O O

Right Right UH O None O
/. /. . O None O

I I PRP O O O
'm 'm VBP O I-V B-VP
not not RB O O I-VP
sure sure JJ O O I-VP
if if IN O O I-VP
Canseco Canseco NNP B-PERSON O I-VP
is is VBZ O I-V B-VP
just just RB O O I-VP
offering offering VBG O I-V B-VP
his his PRP$ O O B-NP
opinion opinion NN O O I-NP
uh uh UH O O O
uh uh UH O O O
/. /. . O O O

Certainly Certainly RB O O O
Palmeiro Palmeiro NNP B-PERSON O O
never never RB O O O
contested contested VBD O I-V B-VP
the the DT O O I-VP
positive positive JJ O O I-NP
result result NN O O I-NP
on on IN O O O
the the DT O O B-NP
test test NN O O I-NP
/. /. . O O O

Uh Uh UH O O O
so so RB O O O
we we PRP O O O
have have VBP O I-V B-VP
n't n't RB O O I-VP
actually actually RB O O I-VP
got got VBN O I-V B-VP
him him PRP O O B-NP
in in RP O O O
/. /. . O O O

He He PRP O O O
's 's VBZ O I-V B-VP
agreed agreed VBN O I-V B-VP
today today NN B-DATE O I-VP
verbally verbally RB O O I-VP
to to TO O O B-VP
release release VB O I-V B-VP
all all PDT O O B-NP
the the DT O O I-NP
documents documents NNS O O I-NP
/. /. . O O O

However However RB O O O
I I PRP O O O
believe believe VBP O I-V B-VP
that that IN O O B-SBAR
the the DT O O I-SPAR
committee committee NN O O I-SPAR
needs needs VBZ O I-V B-VP
to to TO O O B-VP
get get VB O I-V B-VP
a a DT O O B-NP
similar similar JJ O O I-NP
release release NN O I-V I-NP
from from IN O O O
the the DT O O B-NP
union union NN O O I-NP
because because IN O O O
the the DT O O O
confidentiality confidentiality NN O O O
agreement agreement NN O O O
is is VBZ O I-V B-VP
part part NN O O B-NP
of of IN O O O
a a DT O O B-NP
collective collective JJ O O I-NP
bargaining bargaining NN O O I-NP
agreement agreement NN O O I-NP
/. /. . O O O

so so RB O O O
we we PRP O O O
need need VBP O I-V B-VP
to to TO O O B-VP
go go VB O I-V B-VP
to to IN O O I-VP
that that DT O O B-NP
step step NN O O I-NP
as as RB O O O
well well RB O O O
/. /. . O O O

Yeah Yeah UH O O O
but but CC O O O
assuming assuming VBG O I-V B-VP
you you PRP O O I-SPAR
get get VBP O I-V B-VP
by by IN O O I-VP
that that DT O O B-NP
step step NN O O I-NP
do do VBP O I-V O
you you PRP O O O
think think VB O I-V B-VP
this this DT O O I-SPAR
guy guy NN O O I-SPAR
should should MD O O B-VP
be be VB O I-V B-VP
hit hit VBN O I-V B-VP
with with IN O O O
a a DT O O B-NP
perjury perjury NN O O I-NP
charge charge NN O I-V I-NP
/? /? . O O O

Well Well UH O O O
if if IN O O O
he he PRP O O O
meets meets VBZ O I-V B-VP
the the DT O O B-NP
requirements requirements NNS O O I-NP
yes yes UH O O O
/. /. . O O O

We We PRP O O O
're 're VBP O I-V B-VP
trying trying VBG O I-V B-VP
to to TO O O B-VP
protect protect VB O I-V B-VP
the the DT O O B-NP
process process NN O I-V I-NP
/. /. . O O O

When When WRB O O O
people people NNS O O O
come come VBP O I-V B-VP
before before IN O O I-VP
Congress Congress NNP B-ORG O B-NP
and and CC O O O
they they PRP O O O
are are VBP O I-V B-VP
sworn sworn VBN O I-V B-VP
to to TO O O B-VP
testify testify VB O I-V B-VP
truthfully truthfully RB O O I-VP
there there EX O O O
has has VBZ O I-V B-VP
to to TO O O B-VP
be be VB O I-V B-VP
consequences consequences NNS O O I-VP
when when WRB O O I-VP
they they PRP O O I-VP
do do VBP O I-V B-VP
not not RB O O I-VP
do do VB O I-V B-VP
so so RB O O I-VP
/. /. . O O O

So So RB O O O
this this DT O O O
is is VBZ O I-V B-VP
about about IN O O I-VP
the the DT O O B-NP
integrity integrity NN O O I-NP
of of IN O O O
the the DT O O B-NP
congressional congressional JJ O O I-NP
process process NN O I-V I-NP
/. /. . O O O

This This DT O O O
is is VBZ O I-V B-VP
not not RB O O I-VP
about about IN O O I-VP
going going VBG O I-V B-VP
after after IN O O I-VP
Mr. Mr. NNP O O B-NP
Palmeiro Palmeiro NNP B-PERSON O I-NP
/. /. . O O O

We We PRP O O O
had had VBD O I-V B-VP
Ray Ray NNP B-PERSON O B-NP
Garibaldi Garibaldi NNP I-PERSON O I-NP
on on RB O O O
last last JJ B-TIME O O
night night NN I-TIME O O
who who WP O O O
lost lost VBD O I-V B-VP
his his PRP$ O O B-NP
son son NN O O I-NP
to to IN O O O
uh uh UH O O O
steroid steroid NN O O B-NP
use use NN O I-V I-NP
/. /. . O O O

He He PRP O O O
's 's VBZ O I-V B-VP
an an DT O O I-VP
athlete athlete NN O O I-VP
/. /. . O O O

He He PRP O O O
was was VBD O I-V B-VP
trying trying VBG O I-V B-VP
to to TO O O B-VP
make make VB O I-V B-VP
it it PRP O O B-NP
as as IN O O O
a a DT O O B-NP
young young JJ O O I-NP
man man NN O O I-NP
/. /. . O O O

He He PRP O O O
was was VBD O I-V B-VP
using using VBG O I-V B-VP
steroids steroids NNS O O B-NP
to to TO O O B-VP
get get VB O I-V B-VP
ahead ahead RB O O I-VP
in in IN O O I-VP
that that DT O O B-NP
uh uh UH O O I-NP
baseball baseball NN O O I-NP
career career NN O O I-NP
/. /. . O O O

Uh Uh UH O O O
there there EX O O O
are are VBP O I-V B-VP
a a DT O O B-NP
lot lot NN O O I-NP
of of IN O O O
young young JJ O O B-NP
people people NNS O O I-NP
out out IN O O O
there there RB O O O
now now RB O O O
watching watching VBG O I-V B-VP
this this DT O O B-NP
program program NN O O I-NP
right right RB O O O
now now RB O O O
probably probably RB O O O
who who WP O O B-SBAR
may may MD O O B-VP
be be VB O I-V B-VP
in in IN O O I-VP
their their PRP$ O O B-NP
eighteen eighteen CD B-DATE O B-ADJP
year year NN I-DATE O I-ADJP
old old JJ I-DATE O I-ADJP
era era NN O O O
from from IN B-DATE O O
eighteen eighteen CD I-DATE O B-NP
to to TO I-DATE O I-NP
twenty twenty CD I-DATE O I-NP
one one CD I-DATE O I-NP
/. /. . O O O

They They PRP O O O
're 're VBP O I-V B-VP
thinking thinking VBG O I-V B-VP
about about IN O O I-VP
how how WRB O O I-VP
they they PRP O O I-VP
can can MD O O B-VP
break break VB O I-V B-VP
into into IN O O I-VP
the the DT O O B-NP
big big JJ O O I-NP
leagues leagues NNS O O I-NP
/. /. . O O O

is is VBZ O I-V O
this this DT O O O
ten ten CD B-DATE O O
day day NN I-DATE O O
suspension suspension NN O O O
enough enough JJ O O O
to to TO O O B-VP
turn turn VB O I-V B-VP
them them PRP O O B-NP
off off RP O O O
to to IN O O O
drugs drugs NNS O O B-NP
/? /? . O O O

It It PRP O O O
's 's VBZ O I-V B-VP
really really RB O O I-VP
a a DT O O I-VP
joke joke NN O O I-VP
if if IN O O I-VP
you you PRP O O I-VP
think think VBP O I-V B-VP
about about IN O O I-VP
it it PRP O O B-NP
/. /. . O O O

and and CC O O O
if if IN O O O
a a DT O O B-NP
non-athlete non-athlete NN O O I-NP
a a DT O O B-NP
non-celebrity non-celebrity NN O O I-NP
is is VBZ O I-V O
uh uh UH O O I-VP
convicted convicted VBN O I-V B-VP
of of IN O O O
simple simple JJ O O B-NP
possession possession NN O I-V I-NP
of of IN O O O
a a DT O O O
schedule schedule NN B-LAW O I-NP
three three CD I-LAW O I-NP
substance substance NN O O I-NP
like like IN O O O
these these DT O O B-NP
steroids steroids NNS O O I-NP
uh uh UH O O O
there there EX O O O
's 's VBZ O I-V B-VP
a a DT O O B-NP
potential potential NN O O I-NP
for for IN O O O
a a DT O O B-NP
year year NN O O I-NP
in in IN O O O
jail jail NN O O B-NP
/. /. . O O O

eh eh UH O O O
in in IN O O O
this this DT O O B-NP
case case NN O O I-NP
Palmeiro Palmeiro NNP B-PERSON O O
's 's VBZ O I-V B-VP
looking looking VBG O I-V B-VP
at at IN O O I-VP
a a DT O O B-NP
ten ten CD B-DATE O I-NP
day day NN I-DATE O I-NP
suspension suspension NN O O I-NP
/. /. . O O O

He He PRP O O O
still still RB O O O
makes makes VBZ O I-V B-VP
over over IN B-MONEY O B-NP
two two CD I-MONEY O I-NP
point point NN I-MONEY O I-NP
eight eight CD I-MONEY O I-NP
million million CD I-MONEY O I-NP
dollars dollars NNS I-MONEY O I-NP
a a DT O O O
year year NN O O O
/. /. . O O O

Uh Uh UH O O O
He He PRP O O O
's 's VBZ O I-V B-VP
uh uh UH O O I-VP
rumored rumored VBN O I-V B-VP
to to TO O O B-VP
be be VB O I-V B-VP
considered considered VBN O I-V B-VP
for for IN O O O
the the DT B-ORG O B-NP
Hall Hall NNP I-ORG O I-NP
of of IN I-ORG O O
Fame Fame NNP I-ORG O B-NP
/. /. . O O O

So So RB O O O
uh uh UH O O O
the the DT O O O
penalty penalty NN O O I-NP
in in IN O O O
baseball baseball NN O O B-NP
is is VBZ O I-V B-VP
really really RB O O I-VP
an an DT O O I-VP
incentive incentive NN O O I-VP
uh uh UH O O I-VP
to to TO O O B-VP
take take VB O I-V B-VP
the the DT O O B-NP
chance chance NN O O I-NP
/. /. . O O O

I I PRP O O O
mean mean VBP O I-V B-VP
there there EX O O O
's 's VBZ O I-V O
very very RB O O B-ADJP
little little JJ O O I-ADJP
consequences consequences NNS O O O
uh uh UH O O O
other other JJ O O B-ADJP
than than IN O O I-ADJP
his his PRP$ O O B-NP
reputation reputation NN O O I-NP
of of IN O O O
course course NN O O B-NP
for for IN O O O
Mr. Mr. NNP O O B-NP
Palmeiro Palmeiro NNP B-PERSON O I-NP
/. /. . O O O

You You PRP O O O
're 're VBP O I-V B-VP
not not RB O O I-VP
at at RB O O I-VP
all all RB O O I-VP
prejudiced prejudiced JJ O O I-VP
being being VBG O I-V B-VP
a a DT O O I-VP
Sox Sox NNP B-ORG O I-VP
fan fan NN O O I-VP
, , , O O O
are are VBP O I-V O
you you PRP O O O
here here RB O O O
/? /? . O O O


I I PRP O O O
'm 'm VBP O I-V B-VP
serious serious JJ O O I-VP
/. /. . O O O

Well Well UH O None O
/. /. . O None O

I I PRP O O O
mean mean VBP O I-V B-VP
you you PRP O O O
might might MD O O B-VP
be be VB O I-V B-VP
tougher tougher JJR O O I-VP
on on IN O O I-VP
him him PRP O O B-NP
/- /- . O O O

I I PRP O O O
'll 'll MD O O B-VP
take take VB O I-V B-VP
the the DT O O I-VP
/- /- . O O O
/. /. . O O O

Would Would MD O O O
you you PRP O O O
be be VB O I-V B-VP
just just RB O O I-VP
as as RB O O I-VP
tough tough JJ O O I-VP
on on IN O O I-VP
a a DT O O B-NP
Sox Sox NNP B-ORG O I-NP
player player NN O O I-NP
/? /? . O O O

Oh Oh UH O None O
of of IN O None O
course course NN O None B-NP
of of IN O None O
course course NN O None B-NP
/. /. . O None O

Let Let VB O I-V B-VP
's 's PRP O O B-NP
take take VB O O B-VP
a a DT O O B-NP
look look NN O I-V I-NP
at at IN O O O
something something NN O O B-NP
that that WDT O O B-SBAR
Jose Jose NNP B-PERSON O I-SPAR
Canseco Canseco NNP I-PERSON O I-SPAR
said said VBD O I-V B-VP
here here RB O O O
last last JJ B-TIME O O
night night NN I-TIME O O
/. /. . O O O

I I PRP O O O
want want VBP O I-V B-VP
people people NNS O O I-VP
to to TO O O B-VP
understand understand VB O I-V B-VP
/. /. . O O O

I I PRP O O O
said said VBD O I-V B-VP
this this DT O O B-NP
many many JJ O O O
times times NNS O O O
/. /. . O O O

My My PRP$ O O O
attack attack NN O O O
was was VBD O I-V B-VP
never never RB O O I-VP
on on IN O O I-VP
these these DT O O B-NP
athletes athletes NNS O O I-NP
/. /. . O O O

Uh Uh UH O O O
I I PRP O O O
respect respect VBP O I-V B-VP
these these DT O O B-NP
athletes athletes NNS O O I-NP
greatly greatly RB O O O
/. /. . O O O

What What WP O O O
I I PRP O O O
needed needed VBD O I-V B-VP
was was VBD O I-V B-VP
one one CD B-CARDINAL O B-NP
of of IN O O O
these these DT O O B-NP
athletes athletes NNS O O I-NP
who who WP O O B-SBAR
I I PRP O O I-SPAR
name name VBP O I-V B-VP
in in IN O O O
the the DT O O B-NP
actual actual JJ O O I-NP
book book NN O O I-NP
who who WP O O B-SBAR
are are VBP O I-V B-VP
well well RB O O B-ADJP
known known VBN O I-V I-ADJP
uh uh UH O O O
individuals individuals NNS O O O
to to TO O O B-VP
come come VB O I-V B-VP
forth forth RB O O I-VP
and and CC O O O
say say VB O I-V B-VP
you you PRP O O I-VP
know know VB O I-V B-VP
what what WP O O O
Jose Jose NNP B-PERSON O O
's 's VBZ O I-V B-VP
saying saying VBG O I-V B-VP
is is VBZ O I-V B-VP
one one CD B-PERCENT O I-VP
hundred hundred CD I-PERCENT O I-VP
percent percent NN I-PERCENT O I-VP
true true JJ O O I-VP
/. /. . O O O

Um Um UH O O O
my my PRP$ O O B-NP
major major JJ O O I-NP
attack attack NN O O I-NP
and and CC O O O
my my PRP$ O O O
only only JJ O O I-NP
attack attack NN O O I-NP
was was VBD O I-V B-VP
on on IN O O I-VP
Major Major NNP B-ORG O B-NP
League League NNP I-ORG O I-NP
Baseball Baseball NNP I-ORG O I-NP
and and CC O O O
the the DT B-ORG O B-NP
Player Player NNP I-ORG O I-NP
's 's POS I-ORG O I-NP
Association Association NNP I-ORG O O
because because IN O O O
I I PRP O O O
think think VBP O I-V B-VP
that that IN O O B-SBAR
they they PRP O O I-SPAR
ought ought MD O O B-VP
to to TO O O B-VP
be be VB O I-V B-VP
you you PRP O O I-VP
know know VBP O I-V B-VP
exploited exploited VBN O I-V B-VP
and and CC O O O
found found VBN O I-V B-VP
out out RP O O I-VP
for for IN O O O
uh uh UH O O O
the the DT O O B-NP
corrupt corrupt JJ O O I-NP
methods methods NNS O O I-NP
they they PRP O O I-SPAR
use use VBP O I-V B-VP
for for IN O O O
letting letting VBG O I-V B-VP
steroids steroids NNS O O B-NP
in in IN O O O
the the DT O O B-NP
game game NN O O I-NP
for for IN O O O
endorsing endorsing VBG O I-V B-VP
steroids steroids NNS O O B-NP
in in IN O O O
the the DT O O O
game game NN O O I-NP
of of IN O O O
baseball baseball NN O O B-NP
/. /. . O O O

And And CC O O O
all all RB O O O
of of RB O O O
a a RB O O O
sudden sudden RB O O O
you you PRP O O O
know know VBP O I-V B-VP
Bud Bud NNP B-PERSON O O
Segal Segal NNP I-PERSON O O
says says VBZ O I-V B-VP
I I PRP O O I-VP
do do VBP O I-V B-VP
n't n't RB O O I-VP
know know VB O I-V B-VP
anything anything NN O O B-NP
about about IN O O O
it it PRP O O B-NP
/. /. . O O O

I I PRP O O O
never never RB O O O
say say VBP O I-V B-VP
anything anything NN O O B-NP
/. /. . O O O

That That DT O O O
's 's VBZ O I-V B-VP
ridiculous ridiculous JJ O O I-VP
/. /. . O O O

It It PRP O O O
's 's VBZ O I-V B-VP
the the DT O O B-NP
biggest biggest JJS O O I-NP
ongoing ongoing JJ O O I-NP
joke joke NN O O I-NP
on on IN O O O
the the DT O O B-NP
planet planet NN O O I-NP
right right RB O O O
now now RB O O O
/. /. . O O O

Congressman Congressman NNP O O O
Lynch Lynch NNP B-PERSON O O
you you PRP O O O
're 're VBP O I-V B-VP
concerned concerned JJ O O I-VP
about about IN O O I-VP
the the DT O O B-NP
rights rights NNS O O I-NP
of of IN O O O
labor labor NN O O B-NP
and and CC O O O
collective collective JJ O O B-NP
bargaining bargaining NN O O I-NP
agreements agreements NNS O O I-NP
/. /. . O O O

And And CC O O O
certainly certainly RB O O O
many many JJ O O B-NP
of of IN O O O
us us PRP O O B-NP
are are VBP O I-V B-VP
here here RB O O I-VP
as as RB O O I-VP
well well RB O O I-VP
in in IN O O I-VP
this this DT O O B-NP
country country NN O O I-NP
generally generally RB O O O
/. /. . O O O

And And CC O O O
uh uh UH O O O
so so RB O O O
I I PRP O O O
respect respect VBP O I-V B-VP
you you PRP O O B-NP
/. /. . O O O

so so RB O O O
let let VBP O I-V B-VP
me me PRP O O I-VP
ask ask VB O I-V B-VP
you you PRP O O B-NP
this this DT O O B-NP
though though RB O O O
/. /. . O O O

Do Do VBP O I-V O
you you PRP O O O
think think VB O I-V B-VP
the the DT O O I-SPAR
unions unions NNS O O I-SPAR
have have VBP O I-V B-VP
done done VBN O I-V B-VP
the the DT O O B-NP
job job NN O O I-NP
here here RB O O O
/? /? . O O O

Is Is VBZ O I-V O
it it PRP O O B-NP
fair fair JJ O O O
to to TO O O B-VP
say say VB O I-V B-VP
that that IN O O B-SBAR
Canseco Canseco NNP B-PERSON O I-SPAR
's 's VBZ O I-V B-VP
got got VBN O I-V B-VP
it it PRP O O I-VP
right right JJ O O I-VP
by by IN O O I-VP
saying saying VBG O I-V B-VP
the the DT B-ORG O B-NP
Player Player NNP I-ORG O I-NP
